61,Aqillukitties,pocket-16.json,1.12E+94,
62,moosettes,crown-10.json,2.20E+110,
63,RiskyGishness,crown-10.json,1.10E+110,
64,AffiliatedGeeks,elephant-16.json,1.11E+100,
65,JasperCon Loves SpikeAlpa,crown-10.json,2.10E+110,
66,Pudding Pie,crown-10.json,2.20E+110,
67,LUNAtiCS,elephant-16.json,2.22E+100,
68,ScAvengers Assemble,elephant-16.json,2.11E+100,
69,ImagineAbaddon,elephant-16.json,1.11E+100,
70,sasssquatches,elephant-16.json,2.11E+100,
71,iKale,pocket-16.json,1.11E+94,
72,ScrewTimezones,chopper-12.json,1.11E+102,
73,MightyFightyFerrets,pocket-16.json,1.21E+95,
74,WELOVEGeeksRUs1,crown-10.json,2.22E+111,
75,AffiliatedGeeks,chopper-12.json,1.11E+102,
76,Aqillukitties,elephant-16.json,2.12E+100,
77,LUNAtiCS,chopper-12.json,2.01E+102,
78,Almost Virgins,crown-10.json,2.22E+111,
79,Dagang,elephant-16.json,2.11E+100,
80,ScrewTimezones,jar-9.json,1.10E+89,
81,Impala74,crown-10.json,2.22E+111,
82,AffiliatedGeeks,jar-9.json,2.00E+96,
83,TeamCatBath,pocket-16.json,1.12E+94,
84,ladiesofletters,imageA16.json,1.11E+102,
85,ScAvengers Assemble,jar-9.json,1.10E+97,
86,RiskyGishness,elephant-16.json,1.11E+100,
87,SpaceGiraffes,imageA16.json,2.20E+101,
88,WeWishes,crown-10.json,2.20E+110,
89,WomanateesLovesCabbage,guitar-1.json,1.00E+108,
90,Aqillukitties,jar-9.json,2.21E+89,
91,AffiliatedGeeks,personal_car-3.json,2.02E+102,
92,sasssquatches,chopper-12.json,2.11E+102,
93,BananaRhapsody,crown-10.json,2.20E+110,
94,ScAvengers Assemble,image4.json,1.12E+100,
95,Team Ausmerica,crown-10.json,1.10E+110,
96,WELOVEGeeksRUs1,jar-9.json,1.20E+97,
97,LUNAtiCS,jar-9.json,1.10E+97,
98,AffiliatedGeeks,camel-17.json,1.10E+103,
99,JustUsLeague,imageA16.json,2.11E+102,
100,SpaceGiraffes,personal_car-3.json,2.22E+102,
101,ScrewTimezones,personal_car-3.json,2.02E+102,
102,ScAvengers Assemble,camel-17.json,1.10E+103,
103,BoomPop,pocket-16.json,2.12E+94,
104,SpaceGiraffes,bird-1.json,2.00E+98,
105,AffiliatedGeeks,bird-1.json,2.20E+97,
106,WeWishes,personal_car-3.json,2.00E+102,
107,SpaceGiraffes,chopper-12.json,2.22E+102,
108,Dagang,jar-9.json,1.10E+97,
109,RiskyGishness,personal_car-3.json,2.02E+102,
110,Aqillukitties,personal_car-3.json,2.02E+102,
111,Jerk-Digglers,crown-10.json,1.10E+110,
112,SuperAwesomeFunTeam,crown-10.json,2.20E+110,
113,TeamImpasse,crown-10.json,1.10E+110,
114,Impala74,personal_car-3.json,2.02E+102,
115,TeamCatBath,personal_car-3.json,2.00E+102,
116,LUNAtiCS,camel-17.json,1.10E+103,
117,ScAvengers Assemble,bird-1.json,2.20E+97,
118,SpaceGiraffes,device9-3.json,1.12E+97,
119,TeamImpasse,device9-3.json,0,
120,LUNAtiCS,device9-3.json,0,
121,sasssquatches,camel-17.json,1.12E+103,
122,ImagineAbaddon,jar-9.json,2.21E+89,
123,SpaceGiraffes,device9-1.json,1.00E+100,
124,ladiesofletters,personal_car-3.json,2.02E+102,
125,LUNAtiCS,device9-1.json,2.22E+99,
126,Aqillukitties,image4.json,2.11E+100,
127,ScrewTimezones,bird-1.json,2.21E+97,
128,SpaceGiraffes,bottle-11.json,1.00E+107,
129,LUNAtiCS,image4.json,2.22E+100,
130,Team Ausmerica,camel-17.json,2.00E+102,
131,Dagang,device9-3.json,2.00E+91,
132,ScrewTimezones,bottle-11.json,2.00E+106,
133,Almost Virgins,jar-9.json,1.10E+97,
134,moosettes,elephant-16.json,1.11E+100,
135,Ostrinauts,crown-10.json,1.10E+110,
136,RiskyGishness,device9-3.json,2.00E+91,
137,Impala74,device9-3.json,2.00E+91,
138,WELOVEGeeksRUs1,camel-17.json,2.32E+103,
139,WeWishes,device9-3.json,1.10E+87,
140,ScAvengers Assemble,device9-3.json,1.10E+92,
141,HailTheKale,crown-10.json,2.22E+111,
142,TeamCatBath,device9-3.json,1.12E+93,
143,JustUsLeague,bird-1.json,2.21E+97,
144,ImagineAbaddon,device9-1.json,1.11E+99,
145,TeamImpasse,device9-1.json,0,
146,Pudding Pie,jar-9.json,1.20E+97,
147,LUNAtiCS,cup-16.json,1.00E+98,
148,Almost Virgins,cup-16.json,1.11E+93,
149,moosettes,cup-16.json,1.11E+93,
150,ScrewTimezones,image4.json,1.10E+99,
151,RiskyGishness,cup-16.json,1.11E+93,
152,ScAvengers Assemble,cup-16.json,1.11E+93,
153,Ostrinauts,cup-16.json,1.11E+93,
154,SpaceGiraffes,cup-16.json,2.02E+100,
155,ScrewTimezones,bottle-04.json,0,
156,SWAGSTIEL,crown-10.json,1.10E+110,
157,Team Ausmerica,cup-16.json,1.11E+93,
158,HailTheKale,cup-16.json,1.11E+93,
159,ImagineAbaddon,cup-16.json,1.11E+93,
160,Gishbishes,crown-10.json,2.20E+110,
161,LUNAtiCS,bottle-04.json,2.21E+120,
162,WomanateesLovesCabbage,personal_car-3.json,2.12E+102,
163,JasperCon Loves SpikeAlpa,jar-9.json,1.10E+97,
164,BoomPop,bird-1.json,1.11E+97,
165,Aqillukitties,bottle-11.json,1.00E+106,
166,Jerk-Digglers,bottle-11.json,0,
167,WeWishes,cup-16.json,1.11E+93,
168,ladiesofletters,bottle-11.json,1.02E+108,
169,SpaceGiraffes,image4.json,1.21E+100,
170,Vampirates,crown-10.json,2.20E+110,
171,FilthyFlamingos,crown-10.json,1.10E+110,
172,TeamImpasse,cup-16.json,1.11E+93,
173,Team Kalefied,crown-10.json,3.30E+110,
174,moosettes,bottle-04.json,1.10E+121,
175,SpaceGiraffes,dog-9.json,2.22E+106,
176,Impala74,cup-16.json,1.11E+93,
177,SpaceGiraffes,cattle-2.json,2.22E+100,
178,SpaceGiraffes,device8-6.json,2.22E+98,
179,Dagang,image4.json,1.11E+100,
180,JustUsLeague,cup-16.json,1.11E+93,
181,sasssquatches,device9-1.json,2.11E+99,
182,ImagineAbaddon,chopper-12.json,2.22E+102,
183,TeamCatBath,chopper-12.json,1.21E+102,
184,LUNAtiCS,dog-9.json,2.00E+106,
185,WELOVEGeeksRUs1,cup-16.json,2.00E+101,
186,ScAvengers Assemble,teddy-12.json,2.00E+100,
187,Aqillukitties,dog-9.json,1.10E+106,
188,SuperAwesomeFunTeam,cup-16.json,1.11E+93,
189,Vampirates,dog-9.json,1.00E+105,
190,LUNAtiCS,hammer-9.json,2.00E+100,
191,WeWishes,dog-9.json,2.10E+106,
192,ImagineAbaddon,hammer-9.json,1.10E+102,
193,moosettes,dog-9.json,2.00E+106,
194,SpaceGiraffes,hammer-9.json,2.00E+100,
195,ScAvengers Assemble,hammer-9.json,2.00E+100,
196,FightingTheFairies,crown-10.json,2.22E+111,
197,SpaceGiraffes,teddy-12.json,2.22E+100,
198,SpaceGiraffes,spring-4.json,2.22E+102,
199,AffiliatedGeeks,image4.json,1.11E+100,
200,SpaceGiraffes,Misk-8.json,2.22E+99,
201,ladiesofletters,dog-9.json,1.10E+106,
202,Vampirates,hammer-9.json,0,
203,SpaceGiraffes,hat-5.json,2.22E+143,
204,SpaceGiraffes,device5-1.json,1.11E+101,
205,ScAvengers Assemble,spring-4.json,1.00E+99,
206,SWAGSTIEL,dog-9.json,1.00E+106,
207,TeamImpasse,dog-9.json,1.01E+91,
208,Jerk-Digglers,dog-9.json,2.00E+106,
209,TeamCatBath,hammer-9.json,2.20E+102,
210,HailTheKale,dog-9.json,1.00E+106,
211,WomanateesLovesCabbage,dog-9.json,3.00E+106,
212,iKale,jar-9.json,2.21E+89,
213,Aqillukitties,hammer-9.json,1.10E+102,
214,ImagineAbaddon,spring-4.json,2.00E+102,
215,WORLDWIDEKALE,crown-10.json,2.22E+111,
216,WELOVEGeeksRUs1,hammer-9.json,2.11E+102,
217,Vampirates,hat-5.json,1.11E+143,
218,Pudding Pie,cup-16.json,1.11E+93,
219,ScrewTimezones,dog-9.json,2.00E+106,
220,Dagang,hammer-9.json,1.00E+100,
221,WeWishes,chopper-12.json,1.11E+102,
222,Vampirates,device2-2.json,0,
223,moosettes,chopper-12.json,2.02E+102,
224,LUNAtiCS,teddy-12.json,2.00E+100,
225,HailTheKale,device2-2.json,1.11E+101,
226,ScrewTimezones,device2-2.json,0,
227,BoomPop,dog-9.json,1.00E+106,
228,LUNAtiCS,device7-18.json,2.22E+98,
229,FightingTheFairies,spring-4.json,1.01E+102,
230,ImagineAbaddon,device2-2.json,2.22E+101,
231,sasssquatches,hammer-9.json,1.00E+100,
232,FunkyBirthdayPurse,crown-10.json,1.10E+110,
233,Jerk-Digglers,device2-2.json,1.11E+101,
234,SWAGSTIEL,device2-2.json,2.20E+95,
235,Vampirates,chopper-12.json,2.01E+102,
236,Illuminerdy,crown-10.json,1.10E+110,
237,ScrewTimezones,device7-18.json,1.01E+91,
238,JustUsLeague,hammer-9.json,2.00E+100,
239,Aqillukitties,device2-2.json,1.11E+101,
240,BoomPop,device7-18.json,0,
241,ScAvengers Assemble,device2-2.json,2.22E+101,
242,angelsinanimpala,crown-10.json,2.20E+110,
243,ladiesofletters,chopper-12.json,1.11E+102,
244,LUNAtiCS,sea_snake-5.json,1.10E+98,
245,HailTheKale,device7-18.json,1.11E+92,
246,WeWishes,device2-2.json,1.11E+101,
247,ScAvengers Assemble,sea_snake-5.json,1.10E+98,
248,Jerk-Digglers,sea_snake-5.json,1.10E+98,
249,Team Hentai,crown-10.json,0,
250,TeamImpasse,chopper-12.json,1.11E+102,
251,TeamCatBath,device2-2.json,1.11E+101,
252,Illuminerdy,sea_snake-5.json,2.00E+34,
253,FightingTheFairies,sea_snake-5.json,1.10E+98,
254,Vampirates,sea_snake-5.json,2.22E+60,
255,Almost Virgins,bottle-04.json,2.12E+121,
256,ImagineAbaddon,sea_snake-5.json,2.00E+60,
257,Impala74,cattle-2.json,1.10E+96,
258,FunkyBirthdayPurse,sea_snake-5.json,2.00E+34,
259,SWAGSTIEL,sea_snake-5.json,1.10E+98,
260,AffiliatedGeeks,Misk-8.json,2.10E+95,
261,HuntersInTheNight,crown-10.json,1.10E+110,
262,Geeshmeesh,crown-10.json,2.20E+110,
263,CarlyPants,crown-10.json,2.11E+111,
264,WeWishes,stef-10.json,1.12E+116,
265,JustUsLeague,chopper-12.json,1.00E+100,
266,ladiesofletters,sea_snake-5.json,2.00E+34,
267,Pudding Pie,device2-2.json,1.11E+101,
268,Gishbishes,dog-9.json,2.00E+106,
269,Dagang,device2-2.json,1.11E+101,
270,Team Hentai,stef-10.json,0,
271,ScrewTimezones,teddy-12.json,2.11E+100,
272,Aqillukitties,teddy-12.json,1.00E+100,
273,Ostrinauts,bottle-04.json,1.02E+121,
274,Vampirates,stef-10.json,1.11E+116,
275,LUNAtiCS,stef-10.json,1.12E+116,
276,sasssquatches,sea_snake-5.json,1.10E+98,
277,GrootSquad,crown-10.json,2.22E+111,
278,WeWishes,chopper-17.json,2.12E+107,
279,WELOVEGeeksRUs1,chopper-12.json,2.12E+102,
280,Illuminerdy,stef-10.json,1.11E+116,
281,AffiliatedGeeks,stef-10.json,1.13E+116,
282,SWAGSTIEL,stef-10.json,1.12E+116,
283,WomanateesLovesCabbage,chopper-12.json,1.21E+102,
284,Jerk-Digglers,chopper-12.json,1.11E+102,
285,JustUsLeague,chopper-17.json,2.02E+107,
286,FightingTheFairies,stef-10.json,1.12E+116,
287,LUNAtiCS,chopper-17.json,2.12E+107,
288,Vampirates,chopper-17.json,2.12E+107,
289,ScrewTimezones,chopper-17.json,2.02E+107,
290,ImagineAbaddon,image4.json,1.11E+100,
291,Aqillukitties,chopper-17.json,2.12E+107,
292,WeWishes,device5-8.json,1.10E+101,
293,Illuminerdy,device5-8.json,1.10E+101,
294,CarlyPants,chopper-17.json,2.02E+107,
295,ScrewTimezones,device5-8.json,0,
296,Team Hentai,chopper-17.json,1.00E+103,
297,TeamCatBath,stef-10.json,1.33E+114,
298,TeamImpasse,stef-10.json,1.11E+116,
299,ladiesofletters,chopper-17.json,2.12E+107,
300,iKale,device7-18.json,1.10E+98,
301,Vampirates,device5-8.json,1.10E+101,
302,SWAGSTIEL,chopper-12.json,2.01E+102,
303,Almost Virgins,stef-10.json,1.13E+116,
304,GrootSquad,chopper-17.json,1.11E+107,
305,Jerk-Digglers,device5-8.json,1.10E+101,
306,moosettes,device7-18.json,1.11E+98,
307,HailTheKale,chopper-12.json,1.21E+102,
308,WomanateesLovesCabbage,device5-8.json,1.10E+101,
309,Pudding Pie,chopper-17.json,2.22E+107,
310,JustUsLeague,device5-8.json,1.10E+101,
311,FightingTheFairies,device5-8.json,2.20E+101,
312,sasssquatches,image4.json,1.11E+100,
313,ImagineAbaddon,device5-8.json,1.10E+101,
314,moosettes,device5-14.json,0,
315,AffiliatedGeeks,device5-8.json,1.20E+101,
316,CarlyPants,device5-14.json,0,
317,WELOVEGeeksRUs1,device5-8.json,1.20E+101,
318,inexperience,crown-10.json,2.21E+111,
319,WORLDWIDEKALE,device2-2.json,2.22E+101,
320,ScrewTimezones,device5-14.json,1.11E+103,
321,Aqillukitties,device5-8.json,1.20E+101,
322,Dionysus,crown-10.json,2.22E+111,
323,FunkyBirthdayPurse,stef-10.json,1.11E+116,
324,ImagineAbaddon,device5-14.json,1.11E+103,
325,Team Hentai,device5-14.json,2.22E+103,
326,Dagang,chopper-17.json,2.21E+107,
327,Kale(ing)MeSoftlyLovesTeamE11,crown-10.json,1.10E+110,
328,WeWishes,image4.json,2.11E+100,
329,Ostrinauts,chopper-17.json,2.12E+107,
330,CarlyPants,octopus-18.json,1.11E+102,
331,SWAGSTIEL,device5-14.json,2.22E+103,
332,Illuminerdy,device5-14.json,2.11E+103,
333,BoomPop,image4.json,2.11E+100,
334,ScrewTimezones,octopus-18.json,1.11E+102,
335,Felix Fandomis,crown-10.json,0,
336,CarlyPants,tree-6.json,1.00E+74,
337,angelsinanimpala,stef-10.json,1.11E+116,
338,AffiliatedGeeks,octopus-18.json,1.11E+102,
339,Pudding Pie,chopper-12.json,2.12E+102,
340,Jerk-Digglers,device5-14.json,2.11E+103,
341,Felix Fandomis,tree-6.json,2.22E+102,
342,inexperience,octopus-18.json,1.11E+102,
343,HailTheKale,device5-14.json,1.11E+103,
344,Pudding Pie,flatfish-1.json,0,
345,Almost Virgins,chopper-12.json,1.21E+102,
346,SWAGSTIEL,tree-6.json,2.22E+102,
347,TEAMASSBUTTS,crown-10.json,1.11E+111,
348,Pudding Pie,hammer-16.json,0,
349,FightingTheFairies,chopper-12.json,1.11E+102,
350,CarlyPants,chopper-12.json,1.01E+102,
351,WeWishes,octopus-18.json,2.22E+102,
352,moosettes,octopus-18.json,1.11E+102,
353,ImagineAbaddon,octopus-18.json,1.11E+102,
354,Kale(ing)MeSoftlyLovesTeamE11,octopus-18.json,1.11E+102,
355,TeamCatBath,octopus-18.json,3.13E+102,
356,Dionysus,octopus-18.json,1.11E+102,
357,Aqillukitties,octopus-18.json,1.12E+102,
358,WELOVEGeeksRUs1,octopus-18.json,2.12E+102,
359,Inexperience,octopus-18.json,1.11E+102,
360,Illuminerdy,chopper-12.json,1.11E+102,
361,GrootSquad,device5-14.json,2.22E+103,
362,WomanateesLovesCabbage,device5-14.json,1.11E+103,
363,inexperience,flatfish-1.json,2.20E+96,
364,Pudding Pie,bat-18.json,1.00E+70,
365,Vampirates,image4.json,2.20E+99,
366,Dagang,octopus-18.json,2.12E+102,
367,AffiliatedGeeks,teddy-12.json,2.00E+100,
368,WORLDWIDEKALE,octopus-18.json,3.33E+102,
369,HailTheKale,flatfish-1.json,1.10E+85,
370,TeamImpasse,device5-14.json,2.32E+103,
371,awolnation,crown-10.json,2.20E+110,
372,Ostrinauts,octopus-18.json,1.11E+102,
373,SWAGSTIEL,hammer-16.json,1.22E+116,
374,FunkyBirthdayPurse,octopus-18.json,1.11E+102,
375,CarlyPants,bat-18.json,1.11E+100,
376,Minotaaauuuur,fly-2.json,1.11E+103,
377,ImagineAbaddon,bat-18.json,1.11E+100,
378,WeWishes,bat-18.json,1.00E+100,
379,Kale(ing)MeSoftlyLovesTeamE11,bat-18.json,2.11E+100,
380,WORLDWIDEKALE,dog-12.json,2.22E+100,
381,Gishbishes,chopper-17.json,2.22E+107,
382,Aqillukitties,bat-18.json,2.00E+100,
383,FightingTheFairies,bat-18.json,1.11E+100,
384,GrootSquad,bat-18.json,1.11E+100,
385,Almost Virgins,hammer-16.json,1.11E+116,
386,Illuminerdy,bat-18.json,1.11E+100,
387,BoomPop,tree-6.json,1.00E+74,
388,sasssquatches,device5-14.json,2.11E+103,
389,inexperience,bat-18.json,2.11E+100,
390,ladiesofletters,device5-14.json,2.21E+103,
391,DeathGISH,crown-10.json,2.22E+111,
392,Mishas pups,crown-10.json,2.22E+111,
393,Vampirates,dog-12.json,1.11E+100,
394,Dionysus,bat-18.json,2.00E+100,
395,WELOVEGeeksRUs1,bat-18.json,2.00E+100,
396,HuntersInTheNight,stef-10.json,1.11E+116,
397,CASts,crown-10.json,1.10E+110,
398,WeWishes,dog-12.json,1.21E+100,
399,AffiliatedGeeks,dog-12.json,1.10E+99,
400,JustUsLeague,device5-14.json,2.22E+102,
401,Pudding Pie,dog-12.json,1.10E+99,
402,Impala,crown-10.json,2.20E+110,
403,iKale,device5-14.json,2.33E+103,
404,TEAMASSBUTTS,hammer-16.json,1.00E+116,
405,HailTheKale,dog-12.json,1.11E+100,
406,moosettes,bat-18.json,1.11E+100,
407,CarlyPants,dog-12.json,1.22E+100,
408,Inexperience,bat-18.json,1.11E+100,
409,Geeshmeesh,stef-10.json,1.13E+116,
410,TeamCatBath,image4.json,2.11E+100,
411,Taramados,crown-10.json,2.20E+110,
412,GrootSquad,horse-1.json,2.00E+99,
413,inexperience,horse-1.json,1.01E+99,
414,WomanateesLovesCabbage,bat-18.json,1.11E+100,
415,Team Hentai,octopus-18.json,2.00E+101,
416,Vampirates,horse-1.json,2.00E+99,
417,Dagang,teddy-12.json,2.00E+100,
418,FightingTheFairies,horse-1.json,2.00E+99,
419,Elementary My Dear August!,crown-10.json,2.22E+111,
420,WeWishes,horse-1.json,1.00E+99,
421,Kale(ing)MeSoftlyLovesTeamE11,horse-1.json,1.00E+99,
422,ImagineAbaddon,teddy-12.json,2.00E+100,
423,SWAGSTIEL,horse-1.json,2.00E+99,
424,Dionysus,horse-1.json,1.00E+99,
425,Vampirates,flatfish-10.json,1.00E+99,
426,ladiesofletters,horse-1.json,1.00E+99,
427,WomanateesLovesCabbage,flatfish-10.json,1.00E+99,
428,WELOVEGeeksRUs1,horse-1.json,1.01E+99,
429,awolnation,dog-12.json,1.11E+100,
430,Minotaaauuuur,dog-12.json,2.20E+99,
431,AffiliatedGeeks,horse-1.json,1.01E+99,
432,Jerk-Digglers,flatfish-1.json,2.22E+98,
433,Team Ausmerica,dog-9.json,2.10E+106,
434,CarlyPants,horse-1.json,2.00E+99,
435,inexperience,chopper-12.json,1.11E+102,
436,FightingTheFairies,flatfish-10.json,2.00E+99,
437,GrootSquad,chopper-12.json,1.11E+102,
438,Sprinkles,crown-10.json,2.21E+111,
439,Dionysus,flatfish-10.json,1.00E+99,
440,Illuminerdy,horse-1.json,1.01E+99,
441,Elementary My Dear August!,flatfish-10.json,1.00E+99,
442,WORLDWIDEKALE,horse-1.json,2.00E+99,
443,Pudding Pie,image4.json,2.11E+100,
444,Impala,horse-1.json,1.00E+99,
445,Almost Virgins,horse-1.json,1.00E+99,
446,HailTheKale,horse-1.json,1.00E+99,
447,MishasAngels,crown-10.json,2.20E+110,
448,ImagineAbaddon,flatfish-10.json,1.00E+99,
449,Vampirates,frog-8.json,1.12E+97,
450,TeamCatBath,horse-1.json,2.00E+99,
451,TEAMASSBUTTS,horse-1.json,1.11E+96,
452,Ostrinauts,chopper-12.json,1.11E+102,
453,WeWishes,teddy-12.json,2.00E+100,
454,Gishbishes,horse-1.json,1.00E+99,
455,Vampirates,teddy-12.json,0,
456,Team Hentai,chopper-12.json,3.23E+102,
457,sasssquatches,horse-1.json,1.00E+99,
458,DeathGISH,horse-1.json,1.00E+99,
459,moosettes,image4.json,1.10E+99,
460,SWAGSTIEL,image4.json,1.10E+99,
461,iKale,chopper-12.json,2.11E+102,
462,CASts,horse-1.json,1.00E+99,
463,Dagang,flatfish-10.json,2.00E+99,
464,WomanateesLovesCabbage,image4.json,1.11E+100,
465,TheVelocirapture,crown-10.json,2.11E+111,
466,FunkyBirthdayPurse,dog-12.json,1.11E+100,
467,AffiliatedGeeks,frog-8.json,1.21E+99,
468,ExorcizamusTe,crown-10.json,1.10E+110,
469,inexperience,frog-8.json,1.11E+99,
470,JustUsLeague,horse-1.json,1.00E+99,
471,TeamImpasse,dog-12.json,1.10E+99,
472,FightingTheFairies,frog-8.json,1.11E+99,
473,Pudding Pie,frog-8.json,1.01E+97,
474,WeWishes,deer-1.json,2.21E+98,
475,WELOVEGeeksRUs1,image4.json,2.11E+100,
476,CarlyPants,frog-8.json,1.11E+98,
477,Vampirates,deer-1.json,1.11E+98,
478,Team Ausmerica,frog-8.json,1.11E+99,
479,HailTheKale,image4.json,2.22E+100,
480,Dionysus,chopper-12.json,1.01E+102,
481,Team Hentai,deer-1.json,2.00E+98,
482,SWAGSTIEL,deer-1.json,2.10E+98,
483,Sprinkles,frog-8.json,2.21E+99,
484,MishasAngels,frog-8.json,1.00E+97,
485,Badassasaurus-rex,crown-10.json,2.22E+111,
486,Illuminerdy,frog-8.json,1.11E+99,
487,ladiesofletters,image4.json,1.10E+99,
488,Vampirates,fountain-14.json,2.00E+105,
489,SarcastisPeacock,crown-10.json,2.11E+111,
490,Nuthin But A G Thang,crown-10.json,1.10E+110,
491,BoomPop,horse-1.json,1.00E+99,
492,gishwhesteam2015,crown-10.json,2.22E+111,
493,ImagineAbaddon,frog-8.json,1.11E+99,
494,inexperience,deer-1.json,2.10E+98,
495,SWAGSTIEL,fountain-14.json,2.00E+105,
496,GrootSquad,frog-8.json,1.01E+99,
497,BoomPop,device7-9.json,0,
498,WeWishes,fountain-14.json,1.00E+105,
499,Vampirates,device7-9.json,0,
500,FastAndTheCuriousKaleCupcakes,crown-10.json,2.20E+110,
501,sasssquatches,deer-1.json,2.10E+98,
502,HailTheKale,fountain-14.json,2.00E+105,
503,WomanateesLovesCabbage,deer-1.json,3.10E+98,
504,WELOVEGeeksRUs1,fountain-14.json,2.22E+105,
505,Team Hentai,fountain-14.json,3.00E+105,
506,AffiliatedGeeks,deer-1.json,3.11E+98,
507,inexperience,device7-9.json,1.01E+98,
508,WORLDWIDEKALE,chopper-12.json,2.10E+101,
509,Dagang,deer-1.json,2.10E+98,
510,HuntersInTheNight,horse-1.json,1.00E+99,
511,JustUsLeague,image4.json,2.22E+100,
512,Jerk-Digglers,frog-8.json,1.11E+99,
513,CarlyPants,image4.json,1.11E+100,
514,ladiesofletters,fountain-14.json,2.00E+105,
515,Team Kalefied,device7-18.json,1.11E+92,
516,DeathGISH,deer-1.json,2.20E+98,
517,WeWishes,stef-11.json,2.12E+108,
518,Vampirates,stef-11.json,2.02E+108,
519,TeamCatBath,deer-1.json,2.20E+98,
520,TEAMASSBUTTS,deer-1.json,1.00E+98,
521,Quidnunc,crown-10.json,2.22E+111,
522,awolnation,frog-8.json,1.11E+99,
523,TEAMASSBUTTS,device0-4.json,0,
524,CASts,deer-1.json,2.20E+98,
525,Team Hentai,stef-11.json,3.03E+108,
526,SWAGSTIEL,device7-9.json,1.01E+98,
527,Dionysus,fountain-14.json,2.00E+105,
528,TeamImpasse,deer-1.json,2.22E+98,
529,Impala,frog-8.json,1.01E+97,
530,FightingTheFairies,image4.json,1.11E+100,
531,GrootSquad,device7-9.json,1.01E+98,
532,inexperience,stef-11.json,2.12E+108,
533,thelusciouslucifers@gmail.com,crown-10.json,1.10E+110,
534,Geeshmeesh,horse-1.json,1.00E+99,
535,Nuthin But A G Thang,device7-9.json,1.01E+98,
536,WELOVEGeeksRUs1,stef-11.json,2.22E+108,
537,iKale,deer-1.json,2.10E+98,
538,Almost Virgins,frog-8.json,1.11E+99,
539,WeWishes,device0-4.json,2.02E+100,
540,Illuminerdy,fountain-14.json,2.00E+105,
541,CASts,Bone-16.json,0,
542,SarcastisPeacock,device7-9.json,1.01E+98,
543,MishasAngels,fountain-14.json,2.00E+105,
544,inexperience,image4.json,2.22E+100,
545,HailTheKale,stef-11.json,2.12E+108,
546,JustUsLeague,stef-11.json,1.10E+107,
